Place_Id,Place_Name,Img_Path_0,Img_Path_1,Img_Path_2
335,Candi Gedong Songo,images_output\Candi Gedong Songo\Candi Gedong Songo_0.jpg,images_output\Candi Gedong Songo\Candi Gedong Songo_1.png,images_output\Candi Gedong Songo\Candi Gedong Songo_2.jpg
336,Grand Maerakaca,images_output\Grand Maerakaca\Grand Maerakaca_0.jpg,images_output\Grand Maerakaca\Grand Maerakaca_1.jpg,nan
337,Kampung Pelangi,images_output\Kampung Pelangi\Kampung Pelangi_0.jpg,images_output\Kampung Pelangi\Kampung Pelangi_1.jpg,nan
338,Lawang Sewu,images_output\Lawang Sewu\Lawang Sewu_0.jpg,images_output\Lawang Sewu\Lawang Sewu_1.jpg,images_output\Lawang Sewu\Lawang Sewu_2.jpg
339,Sam Poo Kong Temple,images_output\Sam Poo Kong Temple\Sam Poo Kong Temple_0.jpg,images_output\Sam Poo Kong Temple\Sam Poo Kong Temple_1.jpg,images_output\Sam Poo Kong Temple\Sam Poo Kong Temple_2.jpg
340,Desa Wisata Lembah Kalipancur,images_output\Desa Wisata Lembah Kalipancur\Desa Wisata Lembah Kalipancur_0.jpg,images_output\Desa Wisata Lembah Kalipancur\Desa Wisata Lembah Kalipancur_1.jpg,nan
341,Hutan Wisata Tinjomoyo Semarang,images_output\Hutan Wisata Tinjomoyo Semarang\Hutan Wisata Tinjomoyo Semarang_0.jpg,images_output\Hutan Wisata Tinjomoyo Semarang\Hutan Wisata Tinjomoyo Semarang_1.png,images_output\Hutan Wisata Tinjomoyo Semarang\Hutan Wisata Tinjomoyo Semarang_2.jpg
342,Taman Kasmaran,images_output\Taman Kasmaran\Taman Kasmaran_0.jpg,nan,nan
343,Pantai Baruna,images_output\Pantai Baruna\Pantai Baruna_0.jpg,nan,nan
344,Pantai Marina,images_output\Pantai Marina\Pantai Marina_0.jpg,nan,nan
345,Kampoeng Djadhoel Semarang,images_output\Kampoeng Djadhoel Semarang\Kampoeng Djadhoel Semarang_0.jpg,images_output\Kampoeng Djadhoel Semarang\Kampoeng Djadhoel Semarang_1.jpg,images_output\Kampoeng Djadhoel Semarang\Kampoeng Djadhoel Semarang_2.jpg
346,Indonesia Kaya Park,images_output\Indonesia Kaya Park\Indonesia Kaya Park_0.jpg,images_output\Indonesia Kaya Park\Indonesia Kaya Park_1.jpg,images_output\Indonesia Kaya Park\Indonesia Kaya Park_2.jpg
347,Taman Pandanaran,images_output\Taman Pandanaran\Taman Pandanaran_0.jpg,images_output\Taman Pandanaran\Taman Pandanaran_1.png,nan
348,Pura Giri Natha,images_output\Pura Giri Natha\Pura Giri Natha_0.jpg,images_output\Pura Giri Natha\Pura Giri Natha_1.jpg,nan
349,Wisata Mangrove Tapak,images_output\Wisata Mangrove Tapak\Wisata Mangrove Tapak_0.jpg,images_output\Wisata Mangrove Tapak\Wisata Mangrove Tapak_1.jpg,images_output\Wisata Mangrove Tapak\Wisata Mangrove Tapak_2.jpg
350,Pantai Cipta,images_output\Pantai Cipta\Pantai Cipta_0.jpg,images_output\Pantai Cipta\Pantai Cipta_1.png,nan
351,Old City 3D Trick Art Museum,images_output\Old City 3D Trick Art Museum\Old City 3D Trick Art Museum_0.png,images_output\Old City 3D Trick Art Museum\Old City 3D Trick Art Museum_1.jpg,images_output\Old City 3D Trick Art Museum\Old City 3D Trick Art Museum_2.jpg
352,GPIB Immanuel Semarang (Gereja Blenduk),images_output\GPIB Immanuel Semarang (Gereja Blenduk)\GPIB Immanuel Semarang (Gereja Blenduk)_0.jpg,nan,nan
353,Taman Srigunting,images_output\Taman Srigunting\Taman Srigunting_0.jpg,images_output\Taman Srigunting\Taman Srigunting_1.jpg,nan
354,Semarang Contemporary Art Gallery,images_output\Semarang Contemporary Art Gallery\Semarang Contemporary Art Gallery_0.jpg,images_output\Semarang Contemporary Art Gallery\Semarang Contemporary Art Gallery_1.jpg,images_output\Semarang Contemporary Art Gallery\Semarang Contemporary Art Gallery_2.jpg
355,Umbul Sidomukti,images_output\Umbul Sidomukti\Umbul Sidomukti_0.jpg,images_output\Umbul Sidomukti\Umbul Sidomukti_1.jpg,images_output\Umbul Sidomukti\Umbul Sidomukti_2.jpg
356,Saloka Theme Park,images_output\Saloka Theme Park\Saloka Theme Park_0.jpg,images_output\Saloka Theme Park\Saloka Theme Park_1.jpg,nan
357,Wisata Alam Wana Wisata Penggaron,images_output\Wisata Alam Wana Wisata Penggaron\Wisata Alam Wana Wisata Penggaron_0.jpg,images_output\Wisata Alam Wana Wisata Penggaron\Wisata Alam Wana Wisata Penggaron_1.jpg,nan
358,Masjid Kapal Semarang,images_output\Masjid Kapal Semarang\Masjid Kapal Semarang_0.jpg,images_output\Masjid Kapal Semarang\Masjid Kapal Semarang_1.jpg,images_output\Masjid Kapal Semarang\Masjid Kapal Semarang_2.jpg
359,Taman Bunga Celosia,images_output\Taman Bunga Celosia\Taman Bunga Celosia_0.png,images_output\Taman Bunga Celosia\Taman Bunga Celosia_1.jpg,nan
360,Air Terjun Kali Pancur,images_output\Air Terjun Kali Pancur\Air Terjun Kali Pancur_0.jpg,images_output\Air Terjun Kali Pancur\Air Terjun Kali Pancur_1.jpg,images_output\Air Terjun Kali Pancur\Air Terjun Kali Pancur_2.jpg
361,Wisata Kampung Krisan Clapar,images_output\Wisata Kampung Krisan Clapar\Wisata Kampung Krisan Clapar_0.jpg,nan,nan
362,Danau Rawa Pening,images_output\Danau Rawa Pening\Danau Rawa Pening_0.jpg,images_output\Danau Rawa Pening\Danau Rawa Pening_1.jpg,nan
363,Pantai Maron,images_output\Pantai Maron\Pantai Maron_0.jpg,nan,nan
364,Water Blaster Bukit Candi Golf,images_output\Water Blaster Bukit Candi Golf\Water Blaster Bukit Candi Golf_0.jpg,images_output\Water Blaster Bukit Candi Golf\Water Blaster Bukit Candi Golf_1.jpg,images_output\Water Blaster Bukit Candi Golf\Water Blaster Bukit Candi Golf_2.jpg
365,Waduk Jatibarang,images_output\Waduk Jatibarang\Waduk Jatibarang_0.jpg,images_output\Waduk Jatibarang\Waduk Jatibarang_1.jpg,nan
366,Tirto Argo Siwarak,images_output\Tirto Argo Siwarak\Tirto Argo Siwarak_0.jpg,images_output\Tirto Argo Siwarak\Tirto Argo Siwarak_1.jpg,nan
367,Wisata Lereng Kelir,images_output\Wisata Lereng Kelir\Wisata Lereng Kelir_0.png,images_output\Wisata Lereng Kelir\Wisata Lereng Kelir_1.png,nan
368,Kampoeng Rawa,images_output\Kampoeng Rawa\Kampoeng Rawa_0.jpg,images_output\Kampoeng Rawa\Kampoeng Rawa_1.jpg,nan
369,Monumen Palagan Ambarawa,images_output\Monumen Palagan Ambarawa\Monumen Palagan Ambarawa_0.jpg,images_output\Monumen Palagan Ambarawa\Monumen Palagan Ambarawa_1.jpg,images_output\Monumen Palagan Ambarawa\Monumen Palagan Ambarawa_2.jpg
370,Benteng Pendem,images_output\Benteng Pendem\Benteng Pendem_0.jpg,images_output\Benteng Pendem\Benteng Pendem_1.jpg,images_output\Benteng Pendem\Benteng Pendem_2.jpg
371,Wisata Eling Bening,images_output\Wisata Eling Bening\Wisata Eling Bening_0.png,images_output\Wisata Eling Bening\Wisata Eling Bening_1.jpg,nan
372,Gua Maria Kerep Ambarawa,images_output\Gua Maria Kerep Ambarawa\Gua Maria Kerep Ambarawa_0.jpg,images_output\Gua Maria Kerep Ambarawa\Gua Maria Kerep Ambarawa_1.jpg,nan
373,Museum Kereta Ambarawa,images_output\Museum Kereta Ambarawa\Museum Kereta Ambarawa_0.jpg,images_output\Museum Kereta Ambarawa\Museum Kereta Ambarawa_1.jpg,nan
374,Hutan Pinus Kayon,images_output\Hutan Pinus Kayon\Hutan Pinus Kayon_0.jpg,images_output\Hutan Pinus Kayon\Hutan Pinus Kayon_1.jpg,images_output\Hutan Pinus Kayon\Hutan Pinus Kayon_2.jpg
375,Kota Lama Semarang,images_output\Kota Lama Semarang\Kota Lama Semarang_0.jpg,images_output\Kota Lama Semarang\Kota Lama Semarang_1.jpg,images_output\Kota Lama Semarang\Kota Lama Semarang_2.jpg
376,Semarang Chinatown,images_output\Semarang Chinatown\Semarang Chinatown_0.png,images_output\Semarang Chinatown\Semarang Chinatown_1.png,nan
377,La Kana Chapel,images_output\La Kana Chapel\La Kana Chapel_0.jpg,images_output\La Kana Chapel\La Kana Chapel_1.jpg,nan
378,Jembatan Biru Ambarawa,images_output\Jembatan Biru Ambarawa\Jembatan Biru Ambarawa_0.jpg,images_output\Jembatan Biru Ambarawa\Jembatan Biru Ambarawa_1.jpg,images_output\Jembatan Biru Ambarawa\Jembatan Biru Ambarawa_2.jpg
379,Goa Rong,images_output\Goa Rong\Goa Rong_0.png,images_output\Goa Rong\Goa Rong_1.jpg,nan
380,Masjid Agung Ungaran,images_output\Masjid Agung Ungaran\Masjid Agung Ungaran_0.jpg,images_output\Masjid Agung Ungaran\Masjid Agung Ungaran_1.png,images_output\Masjid Agung Ungaran\Masjid Agung Ungaran_2.jpg
381,Tugu Muda Semarang,images_output\Tugu Muda Semarang\Tugu Muda Semarang_0.jpg,images_output\Tugu Muda Semarang\Tugu Muda Semarang_1.jpg,images_output\Tugu Muda Semarang\Tugu Muda Semarang_2.jpg
382,Kampoeng Kopi Banaran,images_output\Kampoeng Kopi Banaran\Kampoeng Kopi Banaran_0.png,images_output\Kampoeng Kopi Banaran\Kampoeng Kopi Banaran_1.png,nan
383,Taman Tabanas,images_output\Taman Tabanas\Taman Tabanas_0.jpg,nan,nan
384,Kampung Tematik Jawi,images_output\Kampung Tematik Jawi\Kampung Tematik Jawi_0.jpg,images_output\Kampung Tematik Jawi\Kampung Tematik Jawi_1.jpg,images_output\Kampung Tematik Jawi\Kampung Tematik Jawi_2.jpg
385,Kampung Batik Gedong Semarang,images_output\Kampung Batik Gedong Semarang\Kampung Batik Gedong Semarang_0.jpg,images_output\Kampung Batik Gedong Semarang\Kampung Batik Gedong Semarang_1.jpg,nan
386,Air Terjun Semirang,images_output\Air Terjun Semirang\Air Terjun Semirang_0.jpg,images_output\Air Terjun Semirang\Air Terjun Semirang_1.jpg,images_output\Air Terjun Semirang\Air Terjun Semirang_2.jpg
387,Obyek Wisata Goa Kreo,images_output\Obyek Wisata Goa Kreo\Obyek Wisata Goa Kreo_0.jpg,images_output\Obyek Wisata Goa Kreo\Obyek Wisata Goa Kreo_1.jpg,images_output\Obyek Wisata Goa Kreo\Obyek Wisata Goa Kreo_2.jpg
388,Watu Gunung Ungaran,images_output\Watu Gunung Ungaran\Watu Gunung Ungaran_0.jpg,nan,nan
389,Brown Canyon,images_output\Brown Canyon\Brown Canyon_0.jpg,images_output\Brown Canyon\Brown Canyon_1.jpg,nan
390,Durian Gardens and Tourism Education Watu Simbar,images_output\Durian Gardens and Tourism Education Watu Simbar\Durian Gardens and Tourism Education Watu Simbar_0.jpg,images_output\Durian Gardens and Tourism Education Watu Simbar\Durian Gardens and Tourism Education Watu Simbar_1.jpg,images_output\Durian Gardens and Tourism Education Watu Simbar\Durian Gardens and Tourism Education Watu Simbar_2.jpg
391,Flower Farm Setiya Aji,images_output\Flower Farm Setiya Aji\Flower Farm Setiya Aji_0.jpg,images_output\Flower Farm Setiya Aji\Flower Farm Setiya Aji_1.jpg,images_output\Flower Farm Setiya Aji\Flower Farm Setiya Aji_2.jpg
392,Ekowisata Mangrove Wonorejo,images_output\Ekowisata Mangrove Wonorejo\Ekowisata Mangrove Wonorejo_0.jpg,images_output\Ekowisata Mangrove Wonorejo\Ekowisata Mangrove Wonorejo_1.jpg,images_output\Ekowisata Mangrove Wonorejo\Ekowisata Mangrove Wonorejo_2.jpg
393,Taman Harmoni Keputih,images_output\Taman Harmoni Keputih\Taman Harmoni Keputih_0.png,images_output\Taman Harmoni Keputih\Taman Harmoni Keputih_1.jpg,images_output\Taman Harmoni Keputih\Taman Harmoni Keputih_2.jpg
394,Air Mancur Menari,images_output\Taman Air Mancur Menari Kenjeran\Taman Air Mancur Menari Kenjeran_0.jpg,images_output\Taman Air Mancur Menari Kenjeran\Taman Air Mancur Menari Kenjeran_1.jpg,images_output\Air Mancur Menari\Air Mancur Menari_2.jpg
395,Taman Prestasi,images_output\Taman Prestasi\Taman Prestasi_0.jpg,images_output\Taman Prestasi\Taman Prestasi_1.jpg,images_output\Taman Prestasi\Taman Prestasi_2.jpg
396,Monumen Kapal Selam,images_output\Monumen Kapal Selam\Monumen Kapal Selam_0.jpg,images_output\Monumen Kapal Selam\Monumen Kapal Selam_1.jpg,images_output\Monumen Kapal Selam\Monumen Kapal Selam_2.jpg
397,Taman Kunang-Kunang,images_output\Taman Kunang-Kunang\Taman Kunang-Kunang_0.jpg,images_output\Taman Kunang-Kunang\Taman Kunang-Kunang_1.jpg,images_output\Taman Kunang-Kunang\Taman Kunang-Kunang_2.jpg
398,Taman Buah Surabaya,images_output\Taman Buah Surabaya\Taman Buah Surabaya_0.jpg,nan,nan
399,Taman Pelangi,images_output\Taman Pelangi Yogyakarta\Taman Pelangi Yogyakarta_0.jpg,nan,nan
400,Hutan Bambu Keputih,images_output\Hutan Bambu Keputih\Hutan Bambu Keputih_0.jpg,images_output\Hutan Bambu Keputih\Hutan Bambu Keputih_1.jpg,nan
401,Taman Keputran,images_output\Taman Keputran\Taman Keputran_0.jpg,images_output\Taman Keputran\Taman Keputran_1.jpg,nan
402,Food Junction Grand Pakuwon,images_output\Food Junction Grand Pakuwon\Food Junction Grand Pakuwon_0.jpg,images_output\Food Junction Grand Pakuwon\Food Junction Grand Pakuwon_1.jpg,images_output\Food Junction Grand Pakuwon\Food Junction Grand Pakuwon_2.jpg
403,Taman Barunawati,images_output\Taman Barunawati\Taman Barunawati_0.jpg,images_output\Taman Barunawati\Taman Barunawati_1.jpg,images_output\Taman Barunawati\Taman Barunawati_2.jpg
404,Kenjeran Park,images_output\Kenjeran Park\Kenjeran Park_0.jpg,images_output\Kenjeran Park\Kenjeran Park_1.jpg,nan
405,Surabaya North Quay,images_output\Surabaya North Quay\Surabaya North Quay_0.jpg,images_output\Surabaya North Quay\Surabaya North Quay_1.jpg,nan
406,Kebun Bibit Wonorejo,images_output\Kebun Bibit Wonorejo\Kebun Bibit Wonorejo_0.jpg,images_output\Kebun Bibit Wonorejo\Kebun Bibit Wonorejo_1.jpg,images_output\Kebun Bibit Wonorejo\Kebun Bibit Wonorejo_2.jpg
407,Taman Ekspresi Dan Perpustakaan,images_output\Taman Ekspresi Dan Perpustakaan\Taman Ekspresi Dan Perpustakaan_0.jpg,nan,nan
408,Kebun Binatang Surabaya,images_output\Kebun Binatang Surabaya\Kebun Binatang Surabaya_0.jpg,nan,nan
409,Rumah Batik,images_output\Rumah Batik\Rumah Batik_0.jpg,images_output\Rumah Batik\Rumah Batik_1.jpg,images_output\Rumah Batik\Rumah Batik_2.jpg
410,Ciputra Waterpark,images_output\Ciputra Waterpark\Ciputra Waterpark_0.jpg,images_output\Ciputra Waterpark\Ciputra Waterpark_1.jpg,nan
411,Masjid Muhammad Cheng Hoo,images_output\Masjid Muhammad Cheng Hoo\Masjid Muhammad Cheng Hoo_0.jpg,images_output\Masjid Muhammad Cheng Hoo\Masjid Muhammad Cheng Hoo_1.jpg,images_output\Masjid Muhammad Cheng Hoo\Masjid Muhammad Cheng Hoo_2.jpg
412,Masjid Nasional Al-Akbar,images_output\Masjid Nasional Al-Akbar\Masjid Nasional Al-Akbar_0.jpg,images_output\Masjid Nasional Al-Akbar\Masjid Nasional Al-Akbar_1.jpg,images_output\Masjid Nasional Al-Akbar\Masjid Nasional Al-Akbar_2.jpg
413,Museum TNI AL Loka Jala Crana,images_output\Museum TNI AL Loka Jala Crana\Museum TNI AL Loka Jala Crana_0.jpg,images_output\Museum TNI AL Loka Jala Crana\Museum TNI AL Loka Jala Crana_1.jpg,nan
414,Jembatan Merah,images_output\Jembatan Merah\Jembatan Merah_0.jpg,images_output\Jembatan Merah\Jembatan Merah_1.jpg,images_output\Jembatan Merah\Jembatan Merah_2.jpg
415,Museum De Javasche Bank,images_output\Museum De Javasche Bank\Museum De Javasche Bank_0.jpg,nan,nan
416,Keraton Surabaya,images_output\Keraton Surabaya\Keraton Surabaya_0.jpg,images_output\Keraton Surabaya\Keraton Surabaya_1.jpg,nan
417,Klenteng Sanggar Agung,images_output\Klenteng Sanggar Agung\Klenteng Sanggar Agung_0.png,images_output\Klenteng Sanggar Agung\Klenteng Sanggar Agung_1.jpg,nan
418,Museum Sepuluh Nopember Kota Surabaya,images_output\Museum Sepuluh Nopember Kota Surabaya\Museum Sepuluh Nopember Kota Surabaya_0.jpg,images_output\Museum Sepuluh Nopember Kota Surabaya\Museum Sepuluh Nopember Kota Surabaya_1.jpg,images_output\Museum Sepuluh Nopember Kota Surabaya\Museum Sepuluh Nopember Kota Surabaya_2.jpg
419,Monumen Tugu Pahlawan,images_output\Monumen Tugu Pahlawan\Monumen Tugu Pahlawan_0.jpg,images_output\Monumen Tugu Pahlawan\Monumen Tugu Pahlawan_1.jpg,nan
420,Surabaya Museum (Gedung Siola),images_output\Surabaya Museum (Gedung Siola)\Surabaya Museum (Gedung Siola)_0.jpg,images_output\Surabaya Museum (Gedung Siola)\Surabaya Museum (Gedung Siola)_1.jpg,nan
421,Museum Kesehatan Dr. Adhyatma,images_output\Museum Kesehatan Dr. Adhyatma\Museum Kesehatan Dr. Adhyatma_0.jpg,images_output\Museum Kesehatan Dr. Adhyatma\Museum Kesehatan Dr. Adhyatma_1.jpg,nan
422,Monumen Jalesveva Jayamahe,images_output\Monumen Jalesveva Jayamahe\Monumen Jalesveva Jayamahe_0.jpg,images_output\Monumen Jalesveva Jayamahe\Monumen Jalesveva Jayamahe_1.jpg,images_output\Monumen Jalesveva Jayamahe\Monumen Jalesveva Jayamahe_2.jpg
423,Patung Sura dan Buaya,images_output\Patung Sura dan Buaya\Patung Sura dan Buaya_0.jpg,images_output\Patung Sura dan Buaya\Patung Sura dan Buaya_1.jpg,nan
424,Pantai Ria Kenjeran,images_output\Pantai Ria Kenjeran\Pantai Ria Kenjeran_0.jpg,nan,nan
425,Waterpark Kenjeran Surabaya,images_output\Waterpark Kenjeran Surabaya\Waterpark Kenjeran Surabaya_0.jpg,nan,nan
426,Balai Kota Surabaya,images_output\Balai Kota Surabaya\Balai Kota Surabaya_0.jpg,images_output\Balai Kota Surabaya\Balai Kota Surabaya_1.jpg,nan
427,Patung Buddha Empat Rupa,images_output\Patung Buddha Empat Rupa\Patung Buddha Empat Rupa_0.jpg,images_output\Patung Buddha Empat Rupa\Patung Buddha Empat Rupa_1.jpg,nan
428,Monumen Bambu Runcing Surabaya,images_output\Monumen Bambu Runcing Surabaya\Monumen Bambu Runcing Surabaya_0.jpg,images_output\Monumen Bambu Runcing Surabaya\Monumen Bambu Runcing Surabaya_1.jpg,images_output\Monumen Bambu Runcing Surabaya\Monumen Bambu Runcing Surabaya_2.jpg
429,House of Sampoerna,images_output\House of Sampoerna\House of Sampoerna_0.jpg,images_output\House of Sampoerna\House of Sampoerna_1.jpg,nan
430,Atlantis Land Surabaya,images_output\Atlantis Land Surabaya\Atlantis Land Surabaya_0.jpg,images_output\Atlantis Land Surabaya\Atlantis Land Surabaya_1.jpg,images_output\Atlantis Land Surabaya\Atlantis Land Surabaya_2.jpg
431,Taman Hiburan Rakyat,images_output\Taman Hiburan Rakyat\Taman Hiburan Rakyat_0.jpg,images_output\Taman Hiburan Rakyat\Taman Hiburan Rakyat_1.jpg,images_output\Taman Hiburan Rakyat\Taman Hiburan Rakyat_2.jpg
432,Taman Mundu,images_output\Taman Mundu\Taman Mundu_0.jpg,nan,nan
433,Museum Mpu Tantular,images_output\Museum Mpu Tantular\Museum Mpu Tantular_0.jpg,images_output\Museum Mpu Tantular\Museum Mpu Tantular_1.jpg,nan
434,Taman Bungkul,images_output\Taman Bungkul\Taman Bungkul_0.jpg,images_output\Taman Bungkul\Taman Bungkul_1.jpg,images_output\Taman Bungkul\Taman Bungkul_2.jpg
435,Taman Air Mancur Menari Kenjeran,images_output\Taman Air Mancur Menari Kenjeran\Taman Air Mancur Menari Kenjeran_0.jpg,images_output\Taman Air Mancur Menari Kenjeran\Taman Air Mancur Menari Kenjeran_1.jpg,nan
436,Taman Flora Bratang Surabaya,images_output\Taman Flora Bratang Surabaya\Taman Flora Bratang Surabaya_0.jpg,nan,nan
437,Gereja Perawan Maria Tak Berdosa Surabaya,images_output\Gereja Perawan Maria Tak Berdosa Surabaya\Gereja Perawan Maria Tak Berdosa Surabaya_0.jpg,images_output\Gereja Perawan Maria Tak Berdosa Surabaya\Gereja Perawan Maria Tak Berdosa Surabaya_1.jpg,images_output\Gereja Perawan Maria Tak Berdosa Surabaya\Gereja Perawan Maria Tak Berdosa Surabaya_2.jpg
